32.3000000000,0.0000077059,32.3000000000,0.
32.3015747070,0.0000011724,32.3015747070,0.
32.3031372070,0.0000051273,32.3031372070,0.
32.3046997070,0.0000021012,32.3046997070,0.
32.3062622070,-0.0000005053,32.3062622070,0.
32.3078369141,0.0000011759,32.3078369141,0.
32.3093994141,-0.0000004650,32.3093994141,0.
32.3109619141,0.0000015227,32.3109619141,0.
32.3125244141,0.0000019471,32.3125244141,0.
32.3140991211,0.0000028940,32.3140991211,0.
32.3156616211,-0.0000005472,32.3156616211,0.
32.3172241211,0.0000001558,32.3172241211,0.
32.3187866211,-0.0000005118,32.3187866211,0.
32.3203613281,-0.0000002486,32.3203613281,0.
32.3219238281,-0.0000023953,32.3219238281,0.
32.3234863281,-0.0000013693,32.3234863281,0.
32.3250488281,-0.0000023083,32.3250488281,0.
32.3266235352,-0.0000023007,32.3266235352,0.
32.3281860352,-0.0000021748,32.3281860352,0.
32.3297485352,-0.0000040468,32.3297485352,0.
32.3313110352,-0.0000064939,32.3313110352,0.
32.3328857422,-0.0000020234,32.3328857422,0.
32.3344482422,-0.0000014513,32.3344482422,0.
32.3360107422,-0.0000016877,32.3360107422,0.
32.3375732422,-0.000003247,32.3375732422,0.
32.3391479492,-0.0000044958,32.3391479492,0.
32.3407104492,-0.0000000812,32.3407104492,0.
32.3422729492,-0.0000024782,32.3422729492,0.
32.3438354492,-0.0000008344,32.3438354492,0.
32.3454101563,-0.0000002657,32.3454101563,0.
32.3469726563,-0.0000032153,32.3469726563,0.
32.3485351563,0.0000006850,32.3485351563,0.
32.3500976562,0.0000023815,32.3500976562,0.
32.3516723633,-0.0000009716,32.3516723633,0.
32.3532348633,0.0000036561,32.3532348633,0.
32.3547973633,0.0000038667,32.3547973633,0.
32.3563598633,-0.0000010135,32.3563598633,0.
32.3579345703,0.0000008638,32.3579345703,0.
32.3594970703,0.0000024298,32.3594970703,0.
32.3610595703,0.000000981,32.3610595703,0.
32.3626220703,-0.0000016782,32.3626220703,0.
32.3641967773,-0.0000016010,32.3641967773,0.
32.3657592773,0.0000024886,32.3657592773,0.
32.3673217773,-0.0000009302,32.3673217773,0.
32.3688842773,-0.0000023443,32.3688842773,0.
32.3704589844,-0.0000018943,32.3704589844,0.
